"V1"
0.54968
0.5521
0.56784
0.5172
0.51744
0.57185
0.5683
0.57928
0.54352
0.54323
0.55202
0.54863
0.56241
0.51413
0.5169
0.60019
0.58915
0.59624
0.57051
0.57516
0.55693
0.56811
0.58152
0.51753
0.51559
